playerID,firstName,lastName,age,gender,dob,height,weight,countryID,sportID
363,Isidro,Kidney,55,Male,22-03-1934,5.52,96.52,CUB,42
364,Beck,Olin,19,Male,07-10-2018,6.93,88.83,ESP,7
365,Dael,Zuenelli,54,Female,12-06-1955,6.11,76.96,MAD,56
366,Odell,Palin,48,Male,03-10-1967,6.97,59.73,ASA,59
367,Sidonnie,Verduin,22,Female,29-12-1968,6.93,80.09,SWZ,37
368,Brena,Cogar,18,Female,08-07-2001,4.36,48.12,COM,17
369,Quintina,Bolsteridge,38,Female,12-04-2004,4.12,84.68,NED,11
370,Berty,Stoeck,37,Female,19-09-1993,5.03,62.08,TCH,3
371,Irvin,Keppin,62,Male,22-02-1973,6.2,45.26,ZAM,19
372,Melba,Kores,43,Transgender,27-09-1990,4.18,51.26,COL,37
373,Tomasine,Berndt,54,Female,24-09-1944,5.81,84.49,TKM,10
374,Ermanno,todor,36,Male,29-09-1991,4.82,104.65,GRN,1
375,Rosamund,Learmond,61,Female,19-10-1927,4.85,82.21,QAT,22
376,Bren,Atkins,51,Genderfluid,17-05-1971,4.55,58.81,TOG,56
377,Ariel,Adolf,24,Female,14-03-1959,6.22,77.27,ANG,30
378,Augustina,Bampkin,39,Female,13-12-2020,4.2,53.65,STP,30
379,Page,Halesworth,41,Female,20-07-2005,4.26,76.77,LBA,37
380,Lyn,Spir,43,Male,21-11-1961,4.24,76.02,ROC,42
381,Gilda,Stallard,64,Female,30-11-1913,5.5,57.43,FIJ,59
382,Leroi,Hayhoe,21,Male,05-09-1992,4.66,80.08,GRN,46
383,Shannon,Siemens,28,Genderfluid,18-01-1983,6.83,95.83,GRE,57
384,Duff,Arni,32,Male,17-04-1984,6.22,51.65,UAR,58
385,Wyndham,Grandisson,41,Male,28-08-1967,5.65,109.51,GBR,27
386,Pattin,Sissot,37,Male,20-12-1938,4.4,48.77,LES,39
387,Stormie,Salasar,39,Female,22-02-1901,4.09,61.49,RHO,4
388,Rudyard,Edmondson,36,Female,11-09-1984,5.95,105.17,FSM,44
389,Tiebout,Gullam,52,Male,19-05-1969,6.29,70.13,STP,27
390,Carver,Atger,16,Male,19-10-2017,4.35,69.6,BRN,49
391,Fields,Martyn,35,Male,28-05-1935,6.87,70.71,BDI,57
392,Franciskus,Claesens,34,Male,19-12-1963,6.45,78.51,UKR,23
393,Dionisio,Rhyme,51,Female,05-08-1906,6.68,79.85,QAT,6
394,Eleen,Riseam,31,Female,18-07-1984,6.1,47.63,BDI,56
395,Killian,Stoate,48,Male,14-11-1956,6.03,76.24,DJI,4
396,Smith,Obee,37,Male,12-04-1925,4.22,79.51,SVK,48
397,Elizabeth,June,47,Female,23-03-2021,6.27,107.9,WIF,52
398,Al,Congrave,46,Transgender,20-11-1948,4.73,70.73,PLE,58
399,Maxy,Capron,42,Male,20-11-1968,6.21,81.49,ROC,53
400,Gustaf,McAdam,60,Male,31-05-1926,5.48,100.8,LAO,33
401,Kennett,Kimmins,32,Male,02-10-2016,5.53,59.79,TKM,58
402,Lloyd,Dovydenas,54,Male,20-07-1902,4.29,70.89,TUN,34
403,Hale,Meric,50,Male,24-04-1962,5.66,106.29,HKG,10
404,Tabbie,Rolfe,50,Female,14-07-1946,6.1,63.38,ROC,40
405,Carlee,Shurville,29,Female,23-07-2012,6.19,72.78,ASA,36
406,Konstance,Palphreyman,27,Female,05-05-1939,6.03,82.19,MGL,35
407,Tandy,Daly,40,Female,14-07-1904,6.63,95.59,INA,36
408,Sampson,Armitage,36,Male,31-07-1924,5,84.33,BRA,41
409,Wilie,Mogra,44,Female,21-11-2005,4.62,49.54,SWE,25
410,Hewe,MacDearmid,22,Male,01-05-1908,6.52,57.42,UZB,31
411,Evangelin,Calvey,56,Female,14-04-2002,4.99,72.48,GRE,21
412,Maxy,Diloway,39,Male,20-12-1985,4.31,74.79,NAM,57
413,Lucien,Karpushkin,34,Male,28-09-2016,6.09,68.75,UAE,5
414,Henri,Angus,50,Male,19-09-2013,6.78,85.03,LIE,60
415,Marybeth,Bromidge,23,Female,25-12-1949,5.86,45.09,MRI,20
416,Michelina,Nunn,24,Female,30-05-1977,5.33,69.46,AHO,28
417,Kathryn,Selly,58,Transgender,14-06-1906,6.44,59.58,BUR,27
418,Philis,Ricks,26,Female,04-12-2007,4.34,90.62,POR,50
419,Chelsy,Shinner,64,Female,27-04-1972,6.06,61.13,IND,39
420,Tori,Huke,24,Female,16-01-1958,5.06,61.37,ZIM,40
421,Dionisio,Pakes,60,Male,29-03-1910,4.76,92.06,SEY,30
422,Samantha,Holwell,47,Female,15-11-1998,4.31,95.3,HAI,9
423,Fleming,Cianelli,62,Male,14-07-1928,4.91,75.9,ETH,6
424,Percival,Riccardelli,41,Male,30-05-1985,4.95,55.5,CRO,59
425,Amii,Auton,28,Female,25-08-1968,5.41,83.76,VEN,50
426,Maurita,Highnam,36,Female,06-08-1968,4.51,97.39,VAN,48
427,Hewie,Dimmick,42,Male,31-12-1906,5.49,96.44,PER,23
428,Ronald,Cristofalo,24,Male,21-02-1960,4.3,86.27,FIJ,39
429,Antonina,Klimushev,62,Female,20-05-1974,4.45,90.81,NZL,53
430,Courtnay,Pitson,16,Male,24-03-2020,6.06,101.23,YUG,1
431,Cleo,Bouts,30,Female,07-09-1985,5.41,61.57,VNM,11
432,Seth,Culleton,53,Male,09-05-2006,5.92,57.28,INA,21
433,Kathie,Gallego,37,Female,29-11-1949,6.7,101.13,NCA,11
434,Patricio,Quinnette,19,Male,05-07-1934,6.81,59.55,ESA,4
435,Gwenette,Blethyn,36,Female,28-10-1982,4.03,102.27,GRN,56
436,Effie,Poulglais,45,Female,25-12-1986,5.71,79.61,JPN,48
437,Chadd,Petrenko,34,Male,18-08-1993,5.91,72.83,BIZ,35
438,Roderigo,Cust,44,Male,11-05-1900,4.01,50.29,DOM,5
439,Vonnie,Vannar,49,Female,21-07-1928,6.06,61.31,KAZ,41
440,Kennett,O' Markey,56,Male,25-12-1993,5.6,48.09,KUW,36
441,Sonya,Frawley,20,Female,02-11-1995,6.18,71.21,SUI,27
442,Othilia,Leil,49,Female,26-12-1966,5.8,74.9,MAD,42
443,Michail,Mattheissen,39,Male,24-10-2014,5.48,64.81,RHO,45
444,Benoit,Diess,52,Male,16-02-1956,4.31,69.75,MAL,10
445,Jacky,Codlin,47,Female,25-02-1989,6.43,106.71,DMA,59
446,Rockie,Gamwell,65,Male,26-10-1936,4.26,91.45,YAR,25
447,Faber,Slowan,21,Male,22-11-1944,6.39,82.05,PAN,19
448,Thorndike,Marle,51,Male,03-05-1924,4.9,49.86,ESP,20
449,Carmencita,Desporte,17,Female,17-10-1966,4.63,73.72,ANT,7
450,Wolfy,Sussams,16,Male,02-12-1959,5.69,103.01,CHN,37
451,Marsh,Adamsson,39,Male,19-10-1988,4.19,91.64,FRG,39
452,Ashien,Reeder,32,Female,28-06-1960,6.17,63.59,GAB,35
453,Virgilio,Whyke,39,Male,11-07-1946,5.46,46.5,CYP,18
454,Robby,Scadding,17,Female,09-07-2013,4.09,65.95,MLT,11
455,Fernando,Bonifas,47,Male,02-10-1970,6.71,85.1,NOR,42
456,Matelda,Snibson,51,Female,18-07-2002,5.1,79.27,PAN,39
457,Corina,Smallsman,27,Female,28-01-1914,6.62,67.04,BUL,49
458,Gay,Ettery,20,Female,02-04-1904,6.93,59.96,WIF,20
459,Ingeberg,Wallbanks,23,Female,29-10-1990,4.13,107.63,SGP,1
460,Orly,Carvilla,55,Female,24-06-1978,6.07,96.73,MGL,29
461,Ole,Surman-Wells,65,Male,11-12-1961,5.87,103.91,LAO,30
462,Shanon,Aldhouse,34,Female,01-12-1977,6.76,97.87,COR,2
463,Dolli,Botterell,59,Female,02-09-1957,6.73,101.06,AHO,26
464,Clara,Ruck,58,Female,04-02-1987,5.23,108.84,POL,30
465,Cornell,Fotitt,19,Male,18-06-2023,5.11,45.92,CMR,13
466,Clevie,de Juares,52,Male,13-06-1954,5.75,58.93,GUA,25
467,Ransom,Isabell,44,Agender,31-05-1930,4.19,64.4,MKD,6
468,Ives,Philipsohn,24,Male,29-08-1921,4.78,55.34,FIJ,27
469,Joane,Hunstone,24,Female,01-05-1984,5.99,101.57,SAM,55
470,Ado,Achrameev,56,Male,20-02-1954,5.15,96.95,QAT,46
471,Feliza,Jurgen,24,Female,16-01-1917,5.58,86.51,CHN,56
472,Moria,Hunnawill,56,Female,18-04-1971,5.56,68.85,NED,24
473,Joyann,Sinyard,22,Female,14-06-2017,5.17,74.03,MDA,19
474,Nealon,D'Onisi,22,Male,08-11-1956,5.29,85.97,PUR,24
475,Hurlee,Gedge,58,Male,24-10-1912,6.53,54.6,BAR,52
476,Shepperd,Annies,22,Male,21-04-1902,5.28,74.87,ARU,31
477,Dosi,Lockery,28,Polygender,29-10-1910,6.13,97.59,UNK,25
478,Cornell,Cawker,65,Male,26-03-2019,5.41,69.25,FIN,59
479,Veradis,Rove,28,Female,19-02-1929,4.95,71.27,SOL,30
480,Colman,Croll,26,Male,08-12-1920,6.8,55.58,BUR,19
481,Dominique,Bernardoux,16,Female,27-11-1940,5.02,107.62,SLE,17
482,Clemmie,Woolen,32,Male,07-08-1909,5.01,95.4,NED,4
483,Melli,De Mars,62,Female,24-05-1935,4.48,98.69,ARU,54
484,Louie,Dat,37,Male,20-06-1912,4.58,73.69,SAA,20
485,Dare,Reis,41,Male,17-08-1998,6.81,104.65,ANZ,39
486,Dolorita,Pledger,27,Female,10-12-1967,6.11,59.11,IND,56
487,Leonie,Jansen,64,Female,16-01-1938,4.62,82.35,HON,29
488,Allin,Gautrey,64,Male,20-12-1911,5.81,57.76,MAS,37
489,Cleopatra,Gascoine,20,Female,21-05-2009,6.74,56.72,BRA,15
490,Sal,Mesias,34,Female,20-11-1980,4.1,78.61,RSA,59
491,Candida,Slade,26,Female,27-07-1902,5.94,76.47,TCH,50
492,Aldon,Gonzalo,50,Male,20-01-2000,6.59,102.08,NOR,32
493,Saraann,Tzar,33,Female,21-11-1937,4.32,108.96,PNG,24
494,Jarvis,Dannett,19,Male,07-11-2014,5.75,68.75,BDI,31
495,Lorrie,Kleynermans,41,Male,17-09-2003,4.76,105.62,MYA,23
496,Enrica,Housden,48,Female,09-10-1958,6.41,88.44,LBN,35
497,Wren,Philpott,41,Female,29-12-1969,4.6,91.7,BOT,36
498,Philippe,Habden,36,Female,11-06-1937,5.65,61.69,MAR,29
499,Kissiah,Cawthron,65,Female,02-08-1987,4.27,47.19,YEM,39
500,Gustavo,Esilmon,42,Male,10-02-1958,6.28,64.45,COK,12
501,Ettore,Reinbeck,60,Male,07-01-1979,6.97,104.87,MDA,58
502,Debee,Dablin,51,Female,20-04-1903,6.92,82.71,MDA,29
503,Haleigh,Coonihan,32,Male,28-03-1925,6.09,57.05,SSD,42
504,Cecile,Curmi,56,Female,21-05-1931,6.92,106.65,BOH,40
505,Polly,Slatten,52,Female,01-04-1982,5.41,78.89,ALB,39
506,Llywellyn,Paulat,46,Male,08-01-2021,5.87,62.47,SOL,50
507,Janaya,Muscroft,49,Female,17-11-2011,6.48,50.66,WIF,35
508,Daune,Cerro,55,Female,09-10-1985,5.99,83.13,STP,36
509,Frankie,Crichmer,48,Female,03-04-1948,4.18,67.52,CMR,18
510,Flemming,Bardell,40,Male,02-05-2019,4.76,72.26,AUS,27
511,Arel,Sabin,62,Male,21-08-1919,6.45,79.16,TOG,58
512,Em,Halleday,18,Male,19-07-2008,6.94,96.91,JAM,55
513,Lenci,Fisby,25,Male,05-05-1908,5.45,87.49,PRK,18
514,Livy,Dellenty,42,Polygender,01-08-1987,6.65,106.42,EOR,47
515,Tabor,Claeskens,37,Male,20-12-1987,5.39,47.91,CHA,51
516,Lorita,Brettor,64,Female,05-06-1969,5.28,102.47,RWA,56
517,Honoria,Le Ball,57,Female,25-09-1901,4.76,50.78,GEQ,4
518,Lawton,Thoms,39,Male,04-05-1949,5.13,86.59,YEM,31
519,Winifred,Leyfield,54,Female,15-10-1979,6.98,74.28,SVK,18
520,Kit,Leyson,22,Male,05-04-1942,5.96,100.9,MDA,11
521,Traver,Iredell,51,Male,08-04-2000,6.02,79.3,SEY,60
522,Jillane,Markussen,30,Female,12-11-1969,6.56,106.88,YAR,45
523,Giffie,FitzGeorge,57,Male,12-04-1922,4.2,73.95,YEM,40
524,Shea,Tribe,36,Male,11-02-1901,6.96,82.54,TJK,36
525,Audi,McCooke,52,Female,15-01-1912,5.49,62.37,GBR,18
526,Hoebart,Duffie,65,Male,22-03-1916,6.68,89.59,ISR,55
527,De,Tonsley,30,Female,30-06-1921,6.93,83.7,ANG,28
528,Krissie,Youdell,31,Female,05-12-1946,4.2,66.77,KOS,29
529,Billy,Purtell,38,Male,03-07-1978,5.21,46.84,PUR,41
530,Rickey,Langeren,16,Male,02-04-1993,6.83,63,BHU,1
531,Joaquin,Guidera,26,Male,30-01-1946,6.09,99.14,CAF,31
532,Heinrick,Jorissen,56,Male,27-01-2013,6.16,50.42,CUB,37
533,Penrod,Sains,65,Male,27-06-1956,4.39,92.79,MAS,38
534,Lisle,Chenery,22,Male,01-01-1987,6.79,62.72,GRE,40
535,Algernon,Clamo,55,Male,04-07-1957,4.6,87.48,ALB,49
536,Aurthur,Askwith,35,Male,30-04-1923,5.66,84.57,IRQ,53
537,Drake,Cullin,46,Male,12-02-1997,5.26,101.9,VAN,45
538,Kathi,Tibbotts,42,Female,04-01-1933,6.35,79.71,BHU,6
539,Melitta,Llewhellin,18,Female,15-04-2010,6.08,96.74,KUW,35
540,Rey,Taunton,36,Female,14-03-1970,6.77,100.06,BUL,58
541,Elsbeth,Pietesch,30,Transgender,19-06-1919,4.23,66.29,ANG,54
542,Wat,Guilloton,54,Male,27-04-2005,4.11,66.2,CZE,39
543,Anderea,Gibbett,60,Female,25-02-1971,4.6,63.46,ESP,41
544,Arly,Sicily,43,Female,03-01-1929,4.27,81.67,MEX,19
545,Hurlee,Edmett,18,Male,10-12-1947,5.51,109,CAM,21
546,Jordon,Pymm,33,Male,28-05-1992,5.43,76.58,KSA,39
547,Zahara,Kneel,28,Female,08-04-1921,6.72,98.99,TLS,17
548,Antonina,Grollmann,28,Female,14-08-1968,4.56,59.49,CGO,50
549,Marga,Keyte,45,Female,28-03-1993,4.23,66.79,FSM,54
550,Fabien,Ferreo,33,Male,19-11-1958,5.04,82.92,CAN,24
551,Irita,Astbury,32,Female,07-07-1995,6.18,61.73,MAS,43
552,Beth,Broadwood,32,Female,11-12-1910,4.77,104.73,ARG,38
553,Nico,Skim,47,Male,31-10-1910,4.87,59.5,SUD,30
554,Linette,Bauldrey,36,Female,03-02-1951,5.52,56.34,IND,58
555,Tate,Bilborough,49,Male,28-01-2008,4.98,51.81,GUY,51
556,Dex,Domenicone,44,Male,21-07-2007,5.55,69.19,SWZ,32
557,Brynna,Giorgietto,36,Female,10-10-1949,5.2,91.29,BEN,12
558,Roseline,Burder,40,Female,29-04-2013,6.82,72.64,CRT,40
559,Malchy,Ellerington,30,Male,15-01-1992,5.06,49.57,POR,32
560,Jamaal,Assender,18,Male,02-07-1907,4.27,80.5,KOS,3
561,Ynez,Cottrill,64,Female,07-04-1978,6.92,96.81,MON,42
562,Jerri,Sneller,48,Male,08-03-2016,4.32,74.57,EGY,20
563,Suzie,Sharples,37,Female,02-03-1932,4.7,51.09,LAT,34
564,Emmye,Poulton,38,Female,09-06-1911,4.08,66.82,BIZ,11
565,Glenden,Skeat,55,Male,12-04-2009,4.65,61.82,CHA,41
566,Cointon,Cutcliffe,43,Male,28-01-2012,6.51,84.09,CHI,48
567,Riccardo,Le Gall,36,Transgender,15-08-1909,4.81,96.46,JOR,23
568,Gusti,Dark,63,Female,27-10-1908,6.74,105.55,NOR,59
569,Dylan,Sandey,55,Male,23-01-1984,5.26,71.18,RUS,19
570,Kathlin,Dreghorn,47,Female,23-12-2006,6.31,75.63,TAN,33
571,Desi,Thorneley,24,Male,17-06-1947,5.05,84.2,VNM,13
572,Karlotta,Dodworth,41,Female,23-11-2020,6.56,94.77,VIN,53
573,Gayle,Bostock,55,Female,19-12-1927,5.09,46.66,CAF,44
574,Amerigo,Drewitt,44,Male,21-05-1963,5.42,75.48,UAR,39
575,Stacey,Winson,42,Female,22-12-1999,4.86,46.53,ISR,42
576,Enos,Jarrard,55,Male,02-11-1977,5.92,104.16,BIH,27
577,Christalle,Meah,40,Female,30-07-1916,4.21,68.53,IVB,47
578,Romona,Bauer,53,Female,13-05-1937,6.7,104.66,WIF,39
579,Lilly,Polino,22,Female,11-10-1972,5.92,53.36,NED,23
580,Janelle,McGonigal,21,Female,11-09-1943,6.48,95.23,ESP,58
581,Maddalena,Chowne,30,Female,27-04-1966,5.4,73.28,LAT,55
582,Marillin,Silverthorn,50,Female,16-06-1958,6.01,88.63,SWE,57
583,Freda,Bulteel,29,Female,12-12-2000,5.09,91.15,NIG,14
584,Justis,Dagon,60,Male,12-09-1922,4.31,71.16,ROC,12
585,Kilian,Adie,58,Male,04-02-2007,4.09,109.33,ARG,35
586,Herve,Legon,45,Male,29-10-1988,4.41,69.39,MON,11
587,Corilla,Woffenden,20,Agender,19-11-1988,4.32,103.53,VIE,31
588,Missy,O'Dulchonta,50,Female,16-10-1995,6.51,67.7,KOR,30
589,Raymond,Greschke,58,Male,25-03-1956,6.77,55.31,COL,29
590,Gare,Redrup,20,Male,05-12-1908,5.62,86.09,NEP,46
591,Moreen,Faulconbridge,32,Female,15-11-1980,5.15,77.01,BRA,33
592,Malcolm,Stallan,33,Male,26-04-1955,6.13,78.83,BOL,56
593,Jessa,Pretty,54,Female,23-04-1981,6.28,48.97,CHA,6
594,Bruce,Jobke,53,Male,03-11-1908,4.81,56.6,TAN,31
595,Lotty,Ceschini,52,Female,29-08-1961,4.39,96.12,ECU,39
596,Lorant,Gyurkovics,57,Male,07-09-1904,6.65,86.09,LBN,3
597,Clifford,Chantree,60,Male,18-01-2009,6.45,52.39,VAN,22
598,Horacio,Cosely,47,Polygender,18-03-1998,6.09,47.58,NED,48
599,Sabrina,Elsip,60,Female,15-01-1908,6.27,94.41,MAS,29
600,Debora,Soutter,49,Female,24-02-1966,4.73,84.23,WIF,16
601,Lela,Kleinhausen,47,Female,25-11-1974,4.25,77.3,TGA,46
602,Wandis,Fowden,29,Female,02-06-2023,5.51,104.09,LBN,10
603,Aurel,Manz,26,Female,23-10-1910,4.98,95.81,ANT,30
604,Dun,Redish,20,Male,01-04-1974,4.4,45.59,VIE,28
605,Nestor,Dutt,32,Male,11-07-1921,4.27,83.31,MDV,53
606,Darleen,Rubbert,21,Female,31-05-2017,6.3,58.48,NAM,8
607,Lynnette,Heining,45,Female,22-12-1998,6.44,49.29,DOM,54
608,Lara,Hurndall,21,Female,25-05-1911,4.54,89.04,WIF,54
609,Anselma,Di Biaggi,24,Female,21-09-1998,5.32,103.86,VNM,48
610,Hamlin,Warters,20,Male,31-03-1911,5.43,51.49,TTO,49
611,Hendrick,Slyde,28,Agender,15-08-1938,4.72,48.8,POR,14
612,Dorris,Klas,27,Female,04-01-2009,6.61,73.73,INA,5
613,Coral,Denyer,35,Female,03-12-1971,6.07,92.75,UKR,31
614,Phebe,Balaizot,52,Female,14-06-2022,5.18,50.24,NZL,19
615,Kathryne,Castenda,16,Genderfluid,15-01-1990,4.27,99.12,CHN,27
616,Roddy,Eadington,57,Male,10-05-1956,4.54,72.97,MAL,51
617,Galven,Dicke,51,Male,07-01-2020,5.45,56.81,NBO,46
618,Sanders,Burrows,29,Male,24-04-2018,5.44,56.7,AND,9
619,Monroe,Kindall,16,Male,02-10-2012,5.14,62.84,NED,22
620,Andonis,Warnock,38,Male,16-06-1952,5.41,81.23,UZB,60
621,Kass,Garey,16,Bigender,14-02-2008,6.9,104.51,ERI,47
622,Don,Greves,38,Male,23-02-1977,4.14,99.4,TAN,45
623,Farrah,Pay,28,Female,18-01-2022,6.39,73.3,SLO,54
624,Terri,Espino,23,Male,06-10-1906,4.68,71.06,BAR,5
625,Arte,Knowlton,53,Male,07-06-1996,6.74,47.93,LES,5
626,Aeriel,Renny,46,Female,27-10-1912,4.74,48.38,ARG,4
627,Bertie,Cutcliffe,59,Female,14-11-2012,4.79,100.95,CRT,55
628,Magdalene,Tassaker,53,Female,16-01-2014,5.56,92.31,BRA,39
629,Adamo,Bakey,43,Male,14-09-2009,6.18,95.05,GER,36
630,Hendrika,Von Der Empten,56,Female,15-09-1996,5.61,71.85,NRU,2
631,Tedra,Jeanes,51,Female,28-07-2010,4.05,57.98,IOA,15
632,Zechariah,Plummer,65,Male,25-08-1915,5.77,97.24,LBR,50
633,Kennie,Yarham,45,Male,22-04-1941,6.62,73.41,SWE,20
634,Roslyn,Crallan,56,Female,08-03-1996,4.18,63.92,COM,53
635,Felipa,Vittel,52,Female,24-11-2010,4.94,105.21,BIZ,55
636,Lockwood,Hook,31,Male,11-02-1997,5.19,96.23,VEN,13
637,Hernando,Eam,20,Male,17-05-1958,6.87,47.98,GRN,45
638,Sheilah,Overpool,51,Female,07-05-1910,6.96,102.91,AZE,21
639,Berkeley,MacGarvey,23,Male,07-12-2006,5.72,67.2,MAW,25
640,Sheena,Delicate,61,Female,30-08-1930,6.85,87.4,RUS,49
641,Joly,Gerren,56,Female,29-12-1914,4.16,94.52,ECU,10
642,Valry,Clell,52,Female,24-10-2001,4.43,100.16,HUN,50
643,Lisle,Oleshunin,46,Male,07-02-1987,6.8,83.86,ERI,11
644,Theo,Wrassell,58,Female,30-10-1943,4.15,97.44,NOR,19
645,Augusto,Frude,18,Male,12-05-1948,5.68,98.82,WIF,27
646,Jorry,Woodcock,32,Female,30-11-1909,6.14,54.37,SRB,8
647,Phoebe,Biggs,24,Transgender,06-07-1913,6.65,66.89,EOR,27
648,Herschel,McMyler,37,Male,13-09-2007,4.4,45.05,UKR,47
649,Ariana,Markl,61,Female,24-08-2022,4.4,80.37,BUR,7
650,Enos,Trayford,47,Male,07-10-1947,4.47,52.71,AUT,40
651,Chanda,Erskine,37,Female,12-04-2011,5.07,63.86,ECU,8
652,Ethyl,Wilds,56,Female,01-04-1971,6.62,85.49,LBR,14
653,Celene,Gillbey,60,Female,15-10-1943,5.02,105.85,POL,28
654,Kelsi,Darridon,59,Female,02-06-1983,4.1,79.3,MIX,25
655,Justin,Mushett,57,Male,20-10-1969,6.2,90.99,HAI,14
656,Cammy,Somerscales,29,Male,13-07-1956,6.83,51.73,FRA,35
657,Maisey,Collar,53,Female,08-03-1919,4.66,58.64,BIZ,18
658,Goddart,Mawtus,24,Male,02-05-1919,6.68,83.13,GBS,22
659,Edgard,Ladbrooke,54,Male,28-04-2010,5.6,58.71,ZIM,4
660,Deloria,Milmoe,22,Female,10-01-1929,5.67,95.18,DJI,36
661,Horton,Notley,25,Male,16-11-1909,5.55,95.34,RSA,27
662,Thomasina,Instrell,28,Female,03-04-2013,5.59,102.49,PLW,20
663,Martynne,Greguoli,26,Female,06-02-1956,6.4,74.66,NFL,42
664,Bethany,Karlsson,24,Female,20-01-1900,5.33,56.21,ROC,55
665,Teresita,Wimpey,50,Female,15-03-2017,6.59,103.51,NBO,56
666,Sherwood,Calyton,26,Male,27-12-1981,6.92,95.21,MYA,42
667,Louise,Loffhead,42,Female,29-04-1955,6.64,87.95,FIN,11
668,Kristopher,Gossage,39,Male,05-12-1983,4.37,93.6,EGY,14
669,Berne,Grimestone,45,Male,03-01-1904,6.81,52.45,SCG,50
670,Lesley,MacGibbon,41,Genderfluid,20-06-2017,5.3,57.28,BRN,21
671,Napoleon,Feedome,23,Male,24-09-1922,6.74,100.58,BRN,15
672,Jozef,Zanetti,31,Male,09-12-1942,5.46,91,SAA,39
673,Ewart,Wapples,42,Male,12-08-2014,4.75,71.97,SWZ,16
674,Eolanda,Mc Carrick,38,Female,19-11-1953,5.75,70.27,RHO,3
675,Hedy,Greenier,43,Female,30-03-1921,6.18,83.24,LBR,17
676,Adamo,Frostdyke,20,Male,04-07-1947,6.09,73.48,YAR,22
677,Niko,Kullmann,42,Male,29-09-1935,4.76,99.22,LBR,47
678,Rowe,Quincee,22,Female,23-03-2021,6.87,70.21,GRE,42
679,Hewet,Giacobillo,65,Male,05-06-2001,5.19,96.84,ZAM,28
680,Cornie,Sermin,37,Female,06-02-1912,6.85,78.72,CGO,18
681,Randal,Luetchford,39,Agender,03-08-1949,5.95,70.06,LUX,13
682,Madlen,Abell,33,Female,04-04-1991,4.07,86.33,RHO,5
683,Cati,Windaybank,61,Female,24-03-1912,5.28,56.4,SOM,56
684,Jabez,Piegrome,41,Male,17-07-1983,6.06,77.19,GRN,37
685,Margareta,Mossbee,20,Female,04-04-1989,6.79,48.14,BER,22
686,Renault,Hafford,31,Male,10-09-1947,5.18,105.97,BRA,10
687,Arron,Stiling,31,Male,18-11-1972,4.03,65.37,TJK,16
688,Wilie,Emps,31,Female,17-06-2015,4.7,105.19,RWA,27
689,Ondrea,Lamboll,60,Female,25-10-1929,5.93,93.85,AZE,5
690,Laural,Roglieri,24,Female,09-03-1964,4.32,56.41,ITA,9
691,Siana,Skurm,30,Female,17-01-2017,6.77,54.98,CYP,6
692,Donni,Lillee,41,Female,24-06-1964,4.52,47.74,HUN,41
693,Ofilia,Baiden,38,Female,18-08-1922,4.34,94.81,CHN,44
694,Mia,Brendish,50,Female,09-07-1917,6.48,106.33,FSM,39
695,Sigfrid,Pestricke,60,Male,10-12-1915,5.16,65.01,PRK,50
696,Betti,Ferriman,28,Female,07-05-1944,6.64,56.06,CGO,54
697,Adolf,Frankcom,42,Male,31-10-1949,6.62,78.66,CMR,35
698,Abelard,Vause,45,Male,09-04-1913,6.36,87.97,CZE,57
699,Korry,Kline,46,Transgender,26-12-1919,6.2,54.35,SWZ,24
700,Isidora,Cuxson,47,Female,08-03-1906,4.09,103.16,CRO,53
701,Jeffry,Jaume,28,Male,04-08-2010,5.8,72.25,BOH,53
702,Gerri,Manger,21,Male,09-10-1961,5.89,53.92,BUR,49
703,Devinne,Kerwin,43,Female,29-01-1903,5.24,106.19,IOA,31
704,Regen,Berzon,54,Male,14-07-2018,5.83,104.66,BOL,51
705,Moshe,Barchrameev,34,Male,14-01-1924,4.39,46.23,SMR,57
706,Franciskus,Gallymore,63,Male,01-04-1907,5.22,88.42,PUR,4
707,Fonsie,Zotto,62,Male,20-03-1963,4.55,94.73,BRU,43
708,Rip,Fantin,33,Bigender,17-09-1932,4.9,101.36,IOA,42
709,Temple,Bygrove,55,Male,14-04-1947,4.57,64.53,TAN,1
710,Hanson,Tullot,17,Male,18-06-1965,6.6,66.32,BLR,15
711,Carroll,Hartell,33,Male,13-07-1932,5.94,105.2,MOZ,27
712,Desmund,Bard,47,Male,14-01-1903,6.78,48.31,CRO,24
713,Delainey,Wilmut,37,Male,02-01-2019,4.51,58.77,PAK,12
714,Gerardo,Keaveny,45,Male,23-12-2020,5.48,51.63,VAN,50
715,Riobard,Ecles,16,Male,22-01-1903,4.79,77.97,MYA,23
716,Lawry,Cossom,52,Male,26-01-1960,6.65,103.54,BUR,19
717,Pall,Bendan,50,Male,17-05-1927,6.79,46.48,TLS,4
718,Wallis,Kinze,46,Female,09-01-1951,6.87,58.32,LBA,55
719,Kym,Springle,53,Female,17-01-1960,6.75,102.53,RUS,10
720,Kirsten,Moulton,31,Female,09-11-1985,4.88,52.49,ITA,13
721,Clarine,Bauckham,35,Female,26-07-1971,6.72,101.69,MKD,46
722,Malchy,Butterfint,63,Male,12-05-1951,6.58,88.14,GEQ,52
723,Margaretta,Cutts,61,Female,18-03-1992,4.12,77.08,NGR,53
724,Roddy,Warnes,17,Male,26-04-1959,6.8,100.77,ESA,2
725,Paulie,Valentin,54,Female,27-07-1998,6.91,69.59,CRT,31
726,Nanci,Harkin,56,Female,14-02-2009,4.35,109.52,AND,25
